Station Name,Date (Local Standard Time),Air Temp. Min. (C),Air Temp. Min. Source Flag,Air Temp. Min. Record Completeness (%),Air Temp. Max. (C),Air Temp. Max. Source Flag,Air Temp. Max. Record Completeness (%),Air Temp. Avg. (C),Air Temp. Avg. Source Flag,Air Temp. Avg. Record Completeness (%),Precip. (mm),Precip. Source Flag,Precip. Comment,Wind Speed 10 m Avg. (km/h),Wind Speed 10 m Avg. Source Flag,Wind Speed 10 m Avg. Record Completeness (%),Wind Dir. 10 m Avg. ,Wind Dir. 10 m Avg. Source Flag,Wind Dir. 10 m Avg. Record Completeness (%),Fine Fuel Moisture Code,Fine Fuel Moisture Code Source Flag,Fine Fuel Moisture Code Comment,Initial Spread Index,Initial Spread Index Source Flag,Initial Spread Index Comment
Jasper Warden,13-May-21,-0.8,ACTUAL,100,19.2,ACTUAL,100,9.8,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],5,AGGREGATED,100,195.2,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,14-May-21,-4.5,ACTUAL,100,20,ACTUAL,100,8.9,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],4.9,AGGREGATED,100,198.9,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,15-May-21,-1.1,ACTUAL,100,21.3,ACTUAL,100,11.7,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],6.3,AGGREGATED,100,197.2,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,16-May-21,7.3,ACTUAL,100,23.2,ACTUAL,100,15.7,AGGREGATED,100,1.1,AGGREGATED,using element [Precip. Weighing],8.4,AGGREGATED,100,181.8,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,17-May-21,4.9,ACTUAL,100,12.1,ACTUAL,100,8.2,AGGREGATED,100,10.3,AGGREGATED,using element [Precip. Weighing],4.6,AGGREGATED,100,166,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,18-May-21,3,ACTUAL,100,11.8,ACTUAL,100,6.8,AGGREGATED,100,3.2,AGGREGATED,using element [Precip. Weighing],6.2,AGGREGATED,100,177.3,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,19-May-21,0.2,ACTUAL,100,7,ACTUAL,100,3.3,AGGREGATED,100,9.3,AGGREGATED,using element [Precip. Weighing],7.4,AGGREGATED,66.7,11.6,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,20-May-21,-2.1,ACTUAL,100,10.9,ACTUAL,100,4.7,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],11.9,AGGREGATED,100,11.4,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,21-May-21,-6.7,ACTUAL,100,16,ACTUAL,100,4.9,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],7,AGGREGATED,100,5.8,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,22-May-21,-6.1,ACTUAL,100,22.6,ACTUAL,100,8.6,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],4.2,AGGREGATED,100,208.3,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,23-May-21,-2.7,ACTUAL,100,23.6,ACTUAL,100,12.5,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],4.9,AGGREGATED,100,194.2,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,24-May-21,5.4,ACTUAL,100,14.6,ACTUAL,100,9.7,AGGREGATED,100,6.6,AGGREGATED,using element [Precip. Weighing],4.2,AGGREGATED,100,36.9,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,25-May-21,3.3,ACTUAL,100,18,ACTUAL,100,9.5,AGGREGATED,100,0.2,AGGREGATED,using element [Precip. Weighing],5.2,AGGREGATED,100,342.7,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,26-May-21,4.4,ACTUAL,100,20.1,ACTUAL,100,12.6,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],9.1,AGGREGATED,100,181.1,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,27-May-21,1.9,ACTUAL,100,19.6,ACTUAL,100,11.9,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],9.3,AGGREGATED,100,169.2,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,28-May-21,2.9,ACTUAL,100,13.7,ACTUAL,100,8.8,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],8.4,AGGREGATED,100,189.8,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,29-May-21,1.4,ACTUAL,100,19.2,ACTUAL,100,10.9,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],6.3,AGGREGATED,100,193.3,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,30-May-21,-0.4,ACTUAL,100,23.1,ACTUAL,100,12.9,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],6.5,AGGREGATED,100,202,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,31-May-21,8.2,ACTUAL,100,25.1,ACTUAL,100,17.1,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],7.2,AGGREGATED,100,191.6,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,01-Jun-21,11.9,ACTUAL,100,27.3,ACTUAL,100,19.8,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],7,AGGREGATED,100,194.1,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,02-Jun-21,3.9,ACTUAL,100,29.2,ACTUAL,100,17.8,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],8.2,AGGREGATED,100,188.5,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,03-Jun-21,6.7,ACTUAL,100,25.1,ACTUAL,100,15.9,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],6.5,AGGREGATED,100,204.7,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,04-Jun-21,5.1,ACTUAL,100,22.4,ACTUAL,100,13.7,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],8.7,AGGREGATED,100,173.7,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,05-Jun-21,4,ACTUAL,100,16.8,ACTUAL,100,9.7,AGGREGATED,100,1.8,AGGREGATED,using element [Precip. Weighing],7.6,AGGREGATED,100,165.2,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,06-Jun-21,5.8,ACTUAL,100,14.8,ACTUAL,100,9.1,AGGREGATED,100,0.3,AGGREGATED,using element [Precip. Weighing],6.8,AGGREGATED,100,159.8,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,07-Jun-21,4.3,ACTUAL,100,7.3,ACTUAL,100,5.9,AGGREGATED,100,12.5,AGGREGATED,using element [Precip. Weighing],3,AGGREGATED,100,119.7,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,08-Jun-21,3.3,ACTUAL,100,15.7,ACTUAL,100,8.1,AGGREGATED,100,6.1,AGGREGATED,using element [Precip. Weighing],8,AGGREGATED,100,17.3,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,09-Jun-21,1.9,ACTUAL,100,19.2,ACTUAL,100,10.4,AGGREGATED,100,0.7,AGGREGATED,using element [Precip. Weighing],6.7,AGGREGATED,100,186.7,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,10-Jun-21,2.2,ACTUAL,100,18.1,ACTUAL,100,10.1,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],6.3,AGGREGATED,100,189,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,11-Jun-21,1.2,ACTUAL,100,16.6,ACTUAL,100,9.9,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],6.2,AGGREGATED,100,188.2,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,12-Jun-21,4.9,ACTUAL,100,19.3,ACTUAL,100,11.9,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],6.8,AGGREGATED,100,176.1,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,13-Jun-21,1.7,ACTUAL,100,20.4,ACTUAL,100,12.5,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],7.6,AGGREGATED,100,190.2,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,14-Jun-21,6.3,ACTUAL,100,24.8,ACTUAL,100,15.6,AGGREGATED,100,0.6,AGGREGATED,using element [Precip. Weighing],6.8,AGGREGATED,100,182.3,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,15-Jun-21,8.1,ACTUAL,100,19.7,ACTUAL,100,13,AGGREGATED,100,0.2,AGGREGATED,using element [Precip. Weighing],6.3,AGGREGATED,100,185.4,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,16-Jun-21,5.1,ACTUAL,100,18.7,ACTUAL,100,12.2,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],8,AGGREGATED,100,193.7,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,17-Jun-21,1.6,ACTUAL,100,22.8,ACTUAL,100,13.5,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],7.8,AGGREGATED,100,213.8,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,18-Jun-21,-0.1,ACTUAL,100,22.4,ACTUAL,100,12.5,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],5.1,AGGREGATED,100,202.4,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,19-Jun-21,7.1,ACTUAL,100,19.1,ACTUAL,100,11.9,AGGREGATED,100,2.6,AGGREGATED,using element [Precip. Weighing],3.9,AGGREGATED,100,304.8,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,20-Jun-21,2.3,ACTUAL,100,24.7,ACTUAL,100,13.3,AGGREGATED,100,0.5,AGGREGATED,using element [Precip. Weighing],4.2,AGGREGATED,100,197.7,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,21-Jun-21,5,ACTUAL,100,28.2,ACTUAL,100,18,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],6.8,AGGREGATED,100,200.8,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,22-Jun-21,4.9,ACTUAL,100,28.9,ACTUAL,100,18.6,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],7.2,AGGREGATED,100,233.3,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,23-Jun-21,11.7,ACTUAL,100,23.6,ACTUAL,100,17.8,AGGREGATED,100,1.5,AGGREGATED,using element [Precip. Weighing],10.2,AGGREGATED,100,17.3,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,24-Jun-21,10.4,ACTUAL,100,25.4,ACTUAL,100,17.3,AGGREGATED,100,1.3,AGGREGATED,using element [Precip. Weighing],5.9,AGGREGATED,100,215.6,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,25-Jun-21,14,ACTUAL,100,30.5,ACTUAL,100,21.7,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],8.4,AGGREGATED,100,179.9,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,26-Jun-21,8.2,ACTUAL,100,35.1,ACTUAL,100,22.1,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],4.4,AGGREGATED,100,202.3,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,27-Jun-21,9.1,ACTUAL,100,37.3,ACTUAL,100,24.3,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],4.7,AGGREGATED,100,197.8,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,28-Jun-21,9,ACTUAL,100,39,ACTUAL,100,25.6,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],5.3,AGGREGATED,100,193.4,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,29-Jun-21,11.1,ACTUAL,100,40.3,ACTUAL,100,26.7,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],5.1,AGGREGATED,100,200.2,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,30-Jun-21,10.5,ACTUAL,100,41.2,ACTUAL,100,26.2,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],6.4,AGGREGATED,100,196.7,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,01-Jul-21,10.6,ACTUAL,100,39.4,ACTUAL,100,25.3,AGGREGATED,100,6.3,AGGREGATED,using element [Precip. Weighing],8,AGGREGATED,100,200.5,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,02-Jul-21,14.7,ACTUAL,100,30,ACTUAL,100,21.9,AGGREGATED,100,0.7,AGGREGATED,using element [Precip. Weighing],7.4,AGGREGATED,100,187.5,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,03-Jul-21,5.7,ACTUAL,100,27.6,ACTUAL,100,18.5,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],7.5,AGGREGATED,100,223.7,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,04-Jul-21,11,ACTUAL,100,18.8,ACTUAL,100,14.8,AGGREGATED,100,1.5,AGGREGATED,using element [Precip. Weighing],13.3,AGGREGATED,100,13.7,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,05-Jul-21,3.9,ACTUAL,100,21.3,ACTUAL,100,13,AGGREGATED,100,5.2,AGGREGATED,using element [Precip. Weighing],7.1,AGGREGATED,100,329.8,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,06-Jul-21,9.6,ACTUAL,100,28,ACTUAL,100,17.3,AGGREGATED,100,0.2,AGGREGATED,using element [Precip. Weighing],5.2,AGGREGATED,100,188.2,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,07-Jul-21,4.8,ACTUAL,79.2,29.4,ACTUAL,79.2,18,AGGREGATED,79.2,0,AGGREGATED,using element [Precip. Weighing],4.3,AGGREGATED,79.2,201.9,AGGREGATED,79.2,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,08-Jul-21,8.2,ACTUAL,100,32,ACTUAL,100,19.8,AGGREGATED,100,2.6,AGGREGATED,using element [Precip. Weighing],5.9,AGGREGATED,100,139.6,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,09-Jul-21,10.8,ACTUAL,100,31.8,ACTUAL,100,21.5,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],5.2,AGGREGATED,100,148.9,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,10-Jul-21,9.4,ACTUAL,100,28.3,ACTUAL,100,19.5,AGGREGATED,100,4,AGGREGATED,using element [Precip. Weighing],6.9,AGGREGATED,100,128.8,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,11-Jul-21,10.9,ACTUAL,100,27.4,ACTUAL,100,19.2,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],6.8,AGGREGATED,100,138.9,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,12-Jul-21,4.6,ACTUAL,100,30.4,ACTUAL,100,18.1,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],4.5,AGGREGATED,100,182.7,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,13-Jul-21,6,ACTUAL,100,32.4,ACTUAL,100,19.9,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],5.2,AGGREGATED,100,144.7,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,14-Jul-21,6.2,ACTUAL,100,31.1,ACTUAL,100,19.7,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],6.3,AGGREGATED,100,153.9,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,15-Jul-21,7.7,ACTUAL,91.7,29,ACTUAL,91.7,19,AGGREGATED,91.7,0,AGGREGATED,using element [Precip. Weighing],6.6,AGGREGATED,91.7,116.3,AGGREGATED,91.7,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,16-Jul-21,10,ACTUAL,100,22.6,ACTUAL,100,16.6,AGGREGATED,100,2.8,AGGREGATED,using element [Precip. Weighing],8.9,AGGREGATED,100,316.6,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,17-Jul-21,11.2,ACTUAL,100,23.3,ACTUAL,100,16.4,AGGREGATED,100,11,AGGREGATED,using element [Precip. Weighing],6.6,AGGREGATED,100,323,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,18-Jul-21,13.4,ACTUAL,100,23.1,ACTUAL,100,17.1,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],10,AGGREGATED,100,327.5,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,19-Jul-21,11.2,ACTUAL,100,31.1,ACTUAL,100,18.4,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],8.6,AGGREGATED,100,18.5,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,20-Jul-21,12.9,ACTUAL,100,29.7,ACTUAL,100,20.1,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],7.4,AGGREGATED,100,93,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,21-Jul-21,10.7,ACTUAL,100,27.6,ACTUAL,100,18.8,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],8,AGGREGATED,100,120.9,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,22-Jul-21,9.3,ACTUAL,100,17.7,ACTUAL,100,13.9,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],7.8,AGGREGATED,100,121.9,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,23-Jul-21,6,ACTUAL,100,22.8,ACTUAL,100,14.9,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],5.3,AGGREGATED,100,155.3,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,24-Jul-21,10.3,ACTUAL,100,24.9,ACTUAL,100,16.5,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],5.4,AGGREGATED,100,144.1,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,25-Jul-21,9.1,ACTUAL,100,25.6,ACTUAL,100,16.2,AGGREGATED,100,0.8,AGGREGATED,using element [Precip. Weighing],4,AGGREGATED,100,259.6,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,26-Jul-21,5.8,ACTUAL,100,27.1,ACTUAL,100,16.1,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],5.4,AGGREGATED,100,124.1,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,27-Jul-21,8.5,ACTUAL,100,28.5,ACTUAL,100,19.1,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],5.4,AGGREGATED,100,178.9,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,28-Jul-21,4.3,ACTUAL,100,30,ACTUAL,100,17.3,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],4.8,AGGREGATED,100,139.6,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,29-Jul-21,4.8,ACTUAL,100,30.7,ACTUAL,100,18.2,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],5.5,AGGREGATED,100,143.8,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,30-Jul-21,8.4,ACTUAL,100,28.8,ACTUAL,100,19.3,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],6.8,AGGREGATED,100,293.2,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,31-Jul-21,8.8,ACTUAL,100,32,ACTUAL,100,20.4,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],5.9,AGGREGATED,100,119.6,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,01-Aug-21,7.9,ACTUAL,100,27,ACTUAL,100,18.6,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],5.6,AGGREGATED,100,195.7,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,02-Aug-21,13.8,ACTUAL,100,22.1,ACTUAL,100,18,AGGREGATED,100,3.1,AGGREGATED,using element [Precip. Weighing],2.8,AGGREGATED,100,126.4,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
