Station Name,Date (Local Standard Time),Air Temp. Min. (C),Air Temp. Min. Source Flag,Air Temp. Min. Record Completeness (%),Air Temp. Max. (C),Air Temp. Max. Source Flag,Air Temp. Max. Record Completeness (%),Air Temp. Avg. (C),Air Temp. Avg. Source Flag,Air Temp. Avg. Record Completeness (%),Precip. (mm),Precip. Source Flag,Precip. Comment,Wind Speed 10 m Avg. (km/h),Wind Speed 10 m Avg. Source Flag,Wind Speed 10 m Avg. Record Completeness (%),Wind Dir. 10 m Avg. ,Wind Dir. 10 m Avg. Source Flag,Wind Dir. 10 m Avg. Record Completeness (%),Fine Fuel Moisture Code,Fine Fuel Moisture Code Source Flag,Fine Fuel Moisture Code Comment,Initial Spread Index,Initial Spread Index Source Flag,Initial Spread Index Comment
Jasper Warden,18-May-20,4.5,ACTUAL,100,19.1,ACTUAL,100,11,AGGREGATED,100,0.8,AGGREGATED,using element [Precip. Weighing],5.5,AGGREGATED,100,149.2,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,19-May-20,2.5,ACTUAL,100,20,ACTUAL,100,11.3,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],5,AGGREGATED,100,351.4,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,20-May-20,-2.7,ACTUAL,100,23.3,ACTUAL,100,11.5,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],5,AGGREGATED,100,216.6,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,21-May-20,4.3,ACTUAL,100,14.6,ACTUAL,100,8.1,AGGREGATED,100,32.3,AGGREGATED,using element [Precip. Weighing],2.9,AGGREGATED,100,42.4,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,22-May-20,2.5,ACTUAL,100,11.2,ACTUAL,100,6.3,AGGREGATED,100,2,AGGREGATED,using element [Precip. Weighing],2.6,AGGREGATED,100,15,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,23-May-20,3.9,ACTUAL,100,18.2,ACTUAL,100,9.9,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],3.8,AGGREGATED,100,162.8,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,24-May-20,-0.6,ACTUAL,100,18.6,ACTUAL,100,10.2,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],5.5,AGGREGATED,100,146.3,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,25-May-20,1.8,ACTUAL,100,18.8,ACTUAL,100,11,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],6,AGGREGATED,100,179.6,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,26-May-20,5.1,ACTUAL,100,14.4,ACTUAL,100,8.9,AGGREGATED,100,7.5,AGGREGATED,using element [Precip. Weighing],7.6,AGGREGATED,100,180.6,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,27-May-20,-3.3,ACTUAL,100,16.8,ACTUAL,100,7.7,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],5.9,AGGREGATED,100,162.2,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,28-May-20,-4.2,ACTUAL,100,18.3,ACTUAL,100,8,AGGREGATED,100,0.1,AGGREGATED,using element [Precip. Weighing],5,AGGREGATED,100,142.8,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,29-May-20,1.1,ACTUAL,100,23,ACTUAL,100,13.6,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],5.8,AGGREGATED,100,145.6,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,30-May-20,4.3,ACTUAL,100,26.1,ACTUAL,100,16,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],4.6,AGGREGATED,100,75,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,31-May-20,8.1,ACTUAL,100,18.6,ACTUAL,100,12.7,AGGREGATED,100,0.5,AGGREGATED,using element [Precip. Weighing],6.2,AGGREGATED,100,149.5,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,01-Jun-20,5.3,ACTUAL,100,16.7,ACTUAL,100,11,AGGREGATED,100,0.2,AGGREGATED,using element [Precip. Weighing],9.1,AGGREGATED,100,166.1,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,02-Jun-20,2.4,ACTUAL,91.7,16.3,ACTUAL,91.7,8.5,AGGREGATED,91.7,4.5,AGGREGATED,using element [Precip. Weighing],6.2,AGGREGATED,91.7,152.1,AGGREGATED,91.7,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,03-Jun-20,3.6,ACTUAL,100,14.5,ACTUAL,100,8.3,AGGREGATED,100,0.2,AGGREGATED,using element [Precip. Weighing],8.1,AGGREGATED,100,176.5,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,04-Jun-20,-2.7,ACTUAL,100,16.9,ACTUAL,100,7.8,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],5.4,AGGREGATED,100,182.5,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,05-Jun-20,-3.2,ACTUAL,100,21.4,ACTUAL,100,10.1,AGGREGATED,100,0.5,AGGREGATED,using element [Precip. Weighing],5.9,AGGREGATED,100,183.5,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,06-Jun-20,5.4,ACTUAL,100,20.3,ACTUAL,100,12.8,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],5.4,AGGREGATED,100,182.3,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,07-Jun-20,6.3,ACTUAL,100,12.6,ACTUAL,100,9.2,AGGREGATED,100,5.3,AGGREGATED,using element [Precip. Weighing],3.4,AGGREGATED,100,238.3,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,08-Jun-20,1.1,ACTUAL,100,17,ACTUAL,100,11.2,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],8,AGGREGATED,100,200.9,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,09-Jun-20,-3.3,ACTUAL,100,18.4,ACTUAL,100,8.4,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],7.6,AGGREGATED,100,191.2,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,10-Jun-20,8.1,ACTUAL,100,21.3,ACTUAL,100,13.9,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],7.1,AGGREGATED,100,182,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,11-Jun-20,6,ACTUAL,100,21.8,ACTUAL,100,14.3,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],6.9,AGGREGATED,100,182,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,12-Jun-20,4.5,ACTUAL,100,24.6,ACTUAL,100,14.2,AGGREGATED,100,6.4,AGGREGATED,using element [Precip. Weighing],6.6,AGGREGATED,100,179.3,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,13-Jun-20,4.7,ACTUAL,100,11.5,ACTUAL,100,8.9,AGGREGATED,100,9.8,AGGREGATED,using element [Precip. Weighing],2.9,AGGREGATED,100,190.7,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,14-Jun-20,7.8,ACTUAL,100,13.8,ACTUAL,100,10.4,AGGREGATED,100,4.1,AGGREGATED,using element [Precip. Weighing],6.6,AGGREGATED,100,154.2,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,15-Jun-20,6.6,ACTUAL,100,15.6,ACTUAL,100,11,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],5.2,AGGREGATED,100,187.1,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,16-Jun-20,2.5,ACTUAL,100,20.5,ACTUAL,100,11.8,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],5.7,AGGREGATED,100,173.8,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,17-Jun-20,1.6,ACTUAL,100,18.3,ACTUAL,100,11,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],4.3,AGGREGATED,100,347.4,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,18-Jun-20,1.1,ACTUAL,100,24.9,ACTUAL,100,14.1,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],3.6,AGGREGATED,100,272.6,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,19-Jun-20,2.5,ACTUAL,100,26.2,ACTUAL,100,15.1,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],3.9,AGGREGATED,100,196.1,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,20-Jun-20,5,ACTUAL,100,20.3,ACTUAL,100,14.2,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],5,AGGREGATED,100,199.2,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,21-Jun-20,9.5,ACTUAL,100,23.5,ACTUAL,100,16.5,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],7.5,AGGREGATED,100,190.4,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,22-Jun-20,10.4,ACTUAL,100,20.7,ACTUAL,100,16,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],4.8,AGGREGATED,100,166.7,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,23-Jun-20,11,ACTUAL,100,20.8,ACTUAL,100,16.4,AGGREGATED,100,15.6,AGGREGATED,using element [Precip. Weighing],5.2,AGGREGATED,100,152.9,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,24-Jun-20,9.3,ACTUAL,100,20,ACTUAL,100,13.5,AGGREGATED,100,0.5,AGGREGATED,using element [Precip. Weighing],4.8,AGGREGATED,100,191.9,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,25-Jun-20,5.3,ACTUAL,100,23.8,ACTUAL,100,15.4,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],6.4,AGGREGATED,100,193,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,26-Jun-20,10.4,ACTUAL,91.7,20.1,ACTUAL,91.7,14.6,AGGREGATED,91.7,4.4,AGGREGATED,using element [Precip. Weighing],5.8,AGGREGATED,91.7,165.1,AGGREGATED,91.7,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,27-Jun-20,7,ACTUAL,100,17.4,ACTUAL,100,11.9,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],8,AGGREGATED,100,174.9,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,28-Jun-20,6.5,ACTUAL,100,12.8,ACTUAL,100,9.5,AGGREGATED,100,3.6,AGGREGATED,using element [Precip. Weighing],4.5,AGGREGATED,100,24.4,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,29-Jun-20,6.3,ACTUAL,100,21.5,ACTUAL,100,13,AGGREGATED,100,1,AGGREGATED,using element [Precip. Weighing],4.3,AGGREGATED,100,16,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,30-Jun-20,3,ACTUAL,100,18,ACTUAL,100,11,AGGREGATED,100,4.1,AGGREGATED,using element [Precip. Weighing],7.9,AGGREGATED,100,350.9,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,01-Jul-20,5.6,ACTUAL,100,9.4,ACTUAL,100,7.8,AGGREGATED,100,37.3,AGGREGATED,using element [Precip. Weighing],4.6,AGGREGATED,100,152.7,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,02-Jul-20,5.6,ACTUAL,100,15.3,ACTUAL,100,9.4,AGGREGATED,100,9.6,AGGREGATED,using element [Precip. Weighing],5.1,AGGREGATED,100,159.4,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,03-Jul-20,3.5,ACTUAL,100,16,ACTUAL,100,10,AGGREGATED,100,1.7,AGGREGATED,using element [Precip. Weighing],5.8,AGGREGATED,100,172.9,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,04-Jul-20,7.6,ACTUAL,100,18.1,ACTUAL,100,12,AGGREGATED,100,1,AGGREGATED,using element [Precip. Weighing],6,AGGREGATED,100,168.7,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,05-Jul-20,9.7,ACTUAL,100,21.4,ACTUAL,100,14.6,AGGREGATED,100,0.3,AGGREGATED,using element [Precip. Weighing],6.3,AGGREGATED,100,167,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,06-Jul-20,4,ACTUAL,100,23.7,ACTUAL,100,13.1,AGGREGATED,100,1.5,AGGREGATED,using element [Precip. Weighing],5.3,AGGREGATED,100,184,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,07-Jul-20,6.4,ACTUAL,100,20.9,ACTUAL,100,13.8,AGGREGATED,100,0.8,AGGREGATED,using element [Precip. Weighing],5.8,AGGREGATED,100,196,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,08-Jul-20,9.2,ACTUAL,100,21.7,ACTUAL,100,14.9,AGGREGATED,100,0.5,AGGREGATED,using element [Precip. Weighing],6.3,AGGREGATED,100,177.1,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,09-Jul-20,7.9,ACTUAL,100,19.9,ACTUAL,100,13.2,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],5.1,AGGREGATED,100,183.1,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,10-Jul-20,6.8,ACTUAL,100,22.5,ACTUAL,100,14.5,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],6.3,AGGREGATED,100,186.4,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,11-Jul-20,3.7,ACTUAL,100,24.4,ACTUAL,100,14.8,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],9.2,AGGREGATED,100,187,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,12-Jul-20,8.2,ACTUAL,100,17.3,ACTUAL,100,12.2,AGGREGATED,100,1.7,AGGREGATED,using element [Precip. Weighing],9.1,AGGREGATED,100,186.6,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,13-Jul-20,7,ACTUAL,100,18.6,ACTUAL,100,12.1,AGGREGATED,100,0.9,AGGREGATED,using element [Precip. Weighing],7.8,AGGREGATED,100,190.9,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,14-Jul-20,8,ACTUAL,100,22.7,ACTUAL,100,16,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],7.7,AGGREGATED,100,221.6,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,15-Jul-20,13,ACTUAL,100,23.7,ACTUAL,100,17.7,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],8.5,AGGREGATED,100,175.3,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,16-Jul-20,11.9,ACTUAL,100,19.4,ACTUAL,100,15,AGGREGATED,100,4.7,AGGREGATED,using element [Precip. Weighing],5.4,AGGREGATED,100,161.8,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,17-Jul-20,10.8,ACTUAL,100,20.3,ACTUAL,100,14.4,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],6.6,AGGREGATED,100,174.1,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,18-Jul-20,8.8,ACTUAL,100,22.6,ACTUAL,100,15.7,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],6.7,AGGREGATED,100,195,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,19-Jul-20,8.7,ACTUAL,100,23.4,ACTUAL,100,15.9,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],7.1,AGGREGATED,100,186.6,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,20-Jul-20,4,ACTUAL,100,26.7,ACTUAL,100,15.7,AGGREGATED,100,0.3,AGGREGATED,using element [Precip. Weighing],5.2,AGGREGATED,100,187.8,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,21-Jul-20,9.3,ACTUAL,100,23.9,ACTUAL,100,16,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],5.3,AGGREGATED,100,178.9,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,22-Jul-20,10,ACTUAL,100,22.4,ACTUAL,100,16.4,AGGREGATED,100,1.7,AGGREGATED,using element [Precip. Weighing],5.5,AGGREGATED,100,190.3,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,23-Jul-20,9.2,ACTUAL,100,17.6,ACTUAL,100,13.5,AGGREGATED,100,8.2,AGGREGATED,using element [Precip. Weighing],4.1,AGGREGATED,100,168.4,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,24-Jul-20,6.7,ACTUAL,100,18.9,ACTUAL,100,12.1,AGGREGATED,100,6.9,AGGREGATED,using element [Precip. Weighing],6.8,AGGREGATED,100,173.4,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,25-Jul-20,7.8,ACTUAL,100,21.1,ACTUAL,100,13.4,AGGREGATED,100,1.6,AGGREGATED,using element [Precip. Weighing],7,AGGREGATED,100,199.3,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,26-Jul-20,1.9,ACTUAL,100,27.5,ACTUAL,100,15.4,AGGREGATED,100,0.4,AGGREGATED,using element [Precip. Weighing],6.2,AGGREGATED,100,190.7,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,27-Jul-20,5.4,ACTUAL,100,33,ACTUAL,100,18.8,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],5.9,AGGREGATED,100,190.4,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,28-Jul-20,8.3,ACTUAL,100,31.5,ACTUAL,100,19.7,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],6.2,AGGREGATED,100,190.5,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,29-Jul-20,9.9,ACTUAL,100,30.8,ACTUAL,100,21.2,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],5.2,AGGREGATED,100,209.9,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,30-Jul-20,10,ACTUAL,100,30.4,ACTUAL,100,20.4,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],8.9,AGGREGATED,100,320.5,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,31-Jul-20,13.6,ACTUAL,100,33.4,ACTUAL,100,22.7,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],6.7,AGGREGATED,100,39.6,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,01-Aug-20,13.6,ACTUAL,100,32.7,ACTUAL,100,21.4,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],5.3,AGGREGATED,100,180.5,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,02-Aug-20,8.9,ACTUAL,100,31.1,ACTUAL,100,19.8,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],4.9,AGGREGATED,100,186,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,03-Aug-20,10.2,ACTUAL,100,24,ACTUAL,100,17.4,AGGREGATED,100,0.2,AGGREGATED,using element [Precip. Weighing],7,AGGREGATED,100,182.7,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,04-Aug-20,7.6,ACTUAL,100,26.8,ACTUAL,100,17.6,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],6.3,AGGREGATED,100,184.6,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,05-Aug-20,3.9,ACTUAL,100,31,ACTUAL,100,17.8,AGGREGATED,100,0,AGGREGATED,using element [Precip. Weighing],6.9,AGGREGATED,100,185.3,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,06-Aug-20,6.1,ACTUAL,100,25.4,ACTUAL,100,15.5,AGGREGATED,100,0.2,AGGREGATED,using element [Precip. Weighing],7.8,AGGREGATED,100,187.3,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
Jasper Warden,07-Aug-20,9.8,ACTUAL,100,19.1,ACTUAL,100,13.6,AGGREGATED,100,0.7,AGGREGATED,using element [Precip. Weighing],7,AGGREGATED,100,179.5,AGGREGATED,100,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data,,UNAVAILBLE,CFFWIS model interrupted due to gap in input data
